date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:36	125/125	---M--	302	error ('Found')	image/png	date:Fri,%2020%20Apr%202018%2008:27:41%20GMT	https://signup.heroku.com/images/blockquote/open-sm_2x.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/images/blockquote/open-sm_2x.e.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:39	1680/1680	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Apr%202018%2008:27:43%20GMT	https://signup.heroku.com/images/blockquote/open-sm_2x.html	C:/Users/satamihir/Music/Heroku/signup.heroku.com/images/blockquote/open-sm_2x.f.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:41	123/123	---M--	302	error ('Found')	image/png	date:Fri,%2020%20Apr%202018%2008:27:45%20GMT	https://signup.heroku.com/images/blockquote/close-sm.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/images/blockquote/close-sm.10.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:42	1680/1680	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Apr%202018%2008:27:47%20GMT	https://signup.heroku.com/images/blockquote/close-sm.html	C:/Users/satamihir/Music/Heroku/signup.heroku.com/images/blockquote/close-sm.11.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:44	126/126	---M--	302	error ('Found')	image/png	date:Fri,%2020%20Apr%202018%2008:27:48%20GMT	https://signup.heroku.com/images/blockquote/close-sm_2x.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/images/blockquote/close-sm_2x.12.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:45	1680/1680	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Apr%202018%2008:27:50%20GMT	https://signup.heroku.com/images/blockquote/close-sm_2x.html	C:/Users/satamihir/Music/Heroku/signup.heroku.com/images/blockquote/close-sm_2x.13.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:47	118/118	---M--	302	error ('Found')	#<Mime::NullType:0x00007fd660126590>	date:Fri,%2020%20Apr%202018%2008:27:51%20GMT	https://signup.heroku.com/fonts/hk-icon/hk-icon.eot?	C:/Users/satamihir/Music/Heroku/signup.heroku.com/fonts/hk-icon/hk-icon.14d41d.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:48	1680/1680	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Apr%202018%2008:27:52%20GMT	https://signup.heroku.com/fonts/hk-icon/hk-icon.html	C:/Users/satamihir/Music/Heroku/signup.heroku.com/fonts/hk-icon/hk-icon.15.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:49	118/118	---M--	302	error ('Found')	#<Mime::NullType:0x00007fd660126590>	date:Fri,%2020%20Apr%202018%2008:27:54%20GMT	https://signup.heroku.com/fonts/hk-icon/hk-icon.woff	C:/Users/satamihir/Music/Heroku/signup.heroku.com/fonts/hk-icon/hk-icon.16.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:52	118/118	---M--	302	error ('Found')	#<Mime::NullType:0x00007fd660126590>	date:Fri,%2020%20Apr%202018%2008:27:57%20GMT	https://signup.heroku.com/fonts/hk-icon/hk-icon.ttf	C:/Users/satamihir/Music/Heroku/signup.heroku.com/fonts/hk-icon/hk-icon.17.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:54	118/118	---M--	302	error ('Found')	image/svg+xml	date:Fri,%2020%20Apr%202018%2008:27:58%20GMT	https://signup.heroku.com/fonts/hk-icon/hk-icon.svg	C:/Users/satamihir/Music/Heroku/signup.heroku.com/fonts/hk-icon/hk-icon.18.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:55	722/722	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/ruby-logo-e03135c8e4c5c1f49a1e2f457663033c55d3c02c828a30809a65a70d8a81b839.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/ruby-logo-e03135c8e4c5c1f49a1e2f457663033c55d3c02c828a30809a65a70d8a81b839.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:56	1360/1360	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/ruby-logo@2x-008c79245918701f09801c5ef04dd9574d8b78fb40780d9eb3e8d3518a3dc863.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/ruby-logo@2x-008c79245918701f09801c5ef04dd9574d8b78fb40780d9eb3e8d3518a3dc863.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:57	3605/3605	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/php-logo-ab57795a85b7e8a1bd5737b07ebae14b19f686103f400a7ac8b4bc08c9678c2d.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/php-logo-ab57795a85b7e8a1bd5737b07ebae14b19f686103f400a7ac8b4bc08c9678c2d.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:57:59	4373/4373	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/php-logo@2x-a926321e09f034084a93557ef0fcc05ef939eae2b34d81a46bc5097709c46d2e.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/php-logo@2x-a926321e09f034084a93557ef0fcc05ef939eae2b34d81a46bc5097709c46d2e.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:00	1339/1339	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/go-logo-5de758aa909c4139b9cd7aa886b5064e8e4ac6738c6fcec28decb620747d69ee.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/go-logo-5de758aa909c4139b9cd7aa886b5064e8e4ac6738c6fcec28decb620747d69ee.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:04	6588/6588	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/go-logo@2x-37955b08b13bdca550a32edab630ae2e583018e9a6da61d463c3b31539b3f0c3.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/go-logo@2x-37955b08b13bdca550a32edab630ae2e583018e9a6da61d463c3b31539b3f0c3.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:04	2946/2946	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/nodejs_logo-7fe6c9453c086a0c660eac49ff5c57af3245bdbe7cb164e536e90dcd0b7cb9bf.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/nodejs_logo-7fe6c9453c086a0c660eac49ff5c57af3245bdbe7cb164e536e90dcd0b7cb9bf.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:08	3856/3856	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/nodejs_logo@2x-66b8b982393d6a2c3d541f2c6968e519868cc84e5c49955efde1a9b78dd5ae16.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/nodejs_logo@2x-66b8b982393d6a2c3d541f2c6968e519868cc84e5c49955efde1a9b78dd5ae16.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:10	9883/9883	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/java-logo-59c01399b8834aa34fb0119562c91fd4d2c34d2ba35ce88c0c137cadd7e5ca4f.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/java-logo-59c01399b8834aa34fb0119562c91fd4d2c34d2ba35ce88c0c137cadd7e5ca4f.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:14	23115/23115	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/java-logo@2x-5319195bfa3ebc06f9f64f59440c9375f5d23866222b506700d3f7d68b6a52fe.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/java-logo@2x-5319195bfa3ebc06f9f64f59440c9375f5d23866222b506700d3f7d68b6a52fe.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:23	4369/4369	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/python-logo-0b2cf36459c600626b8fa4c0d4df945dcecd18a7fa7457669d1e041a35f08ed4.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/python-logo-0b2cf36459c600626b8fa4c0d4df945dcecd18a7fa7457669d1e041a35f08ed4.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:24	9344/9344	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/python-logo@2x-a3864089e89504d4dd1e91cce3a9fd804696777264184f3932a72bf6bde6229b.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/python-logo@2x-a3864089e89504d4dd1e91cce3a9fd804696777264184f3932a72bf6bde6229b.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:25	7843/7843	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/sfs-logo-65b6e65e9059aeb3b20c3f7d6a86b7330ba4ebc6a1b6b0fd02361bd40c8239a3.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/sfs-logo-65b6e65e9059aeb3b20c3f7d6a86b7330ba4ebc6a1b6b0fd02361bd40c8239a3.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:26	20337/20337	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/sfs-logo@2x-96d5be62f560d76480f08f14d50cd06073552ac9343ba016d7107a3762614040.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/sfs-logo@2x-96d5be62f560d76480f08f14d50cd06073552ac9343ba016d7107a3762614040.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:28	683/683	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-workflow-4c1985c895a130aa1c35325eea9522ac90222220c6672e027d43f466dd831704.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-workflow-4c1985c895a130aa1c35325eea9522ac90222220c6672e027d43f466dd831704.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:29	1257/1257	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-workflow@2x-550d0a5a0e6ac3d6a864422a791ee179cf08b581b2f2e86a926f62c0769533fc.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-workflow@2x-550d0a5a0e6ac3d6a864422a791ee179cf08b581b2f2e86a926f62c0769533fc.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:32	789/789	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-workflow-purple-5efc45d8cf9b46e4ab612d804ba4b85afb266ee58654387f910eaf20239ead9c.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-workflow-purple-5efc45d8cf9b46e4ab612d804ba4b85afb266ee58654387f910eaf20239ead9c.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:34	1411/1411	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-workflow-purple@2x-9477f21d1818e0f5f75c674fbe7d97f65b9dc3122c6695daae140a3859db4180.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-workflow-purple@2x-9477f21d1818e0f5f75c674fbe7d97f65b9dc3122c6695daae140a3859db4180.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:35	242/242	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-bullet-7803b87f4df1a866cb1db1b24b41693cae358df05b42811862aeb84a085409f1.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-bullet-7803b87f4df1a866cb1db1b24b41693cae358df05b42811862aeb84a085409f1.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:37	414/414	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-bullet@2x-9349b1fbaab073c0444b46c586d5f0e8ff6b70040d34742ee830c408441ab0b8.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-bullet@2x-9349b1fbaab073c0444b46c586d5f0e8ff6b70040d34742ee830c408441ab0b8.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:38	92/92	---M--	302	error ('Found')	text/html	date:Fri,%2020%20Apr%202018%2008:28:43%20GMT	https://signup.heroku.com/icon-bullet-purple.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/icon-bullet-purple.2d.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:40	92/92	---M--	302	error ('Found')	text/html	date:Fri,%2020%20Apr%202018%2008:28:44%20GMT	https://signup.heroku.com/icon-bullet-purple@2x.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/icon-bullet-purple@2x.2e.delayed	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:41	1890/1890	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-addons-d77e38d7facc5f3fdc5d530c3c42403cff71cbc48b7d6c87495c21a60519e7d0.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-addons-d77e38d7facc5f3fdc5d530c3c42403cff71cbc48b7d6c87495c21a60519e7d0.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:43	3966/3966	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-addons@2x-9be9b1e74ff8e27e6257750c8003e328893e513aaca3edbe617565968aebf838.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-addons@2x-9be9b1e74ff8e27e6257750c8003e328893e513aaca3edbe617565968aebf838.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:44	3048/3048	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-addons-purple-03d0f46c818a1197c4b454dcd0a00f3acfd6068d58b208490a58e84628db50e7.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-addons-purple-03d0f46c818a1197c4b454dcd0a00f3acfd6068d58b208490a58e84628db50e7.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:45	5904/5904	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-addons-purple@2x-bb3f6c1816bc1f1317553116e33711f57929d66e38d845bbe2462011bba93f75.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-addons-purple@2x-bb3f6c1816bc1f1317553116e33711f57929d66e38d845bbe2462011bba93f75.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:47	830/830	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-metrics-a15385c3ac5060ea1b9083dc5eb2c9a43fb88c64c712e5cbcdcab0473b31930f.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-metrics-a15385c3ac5060ea1b9083dc5eb2c9a43fb88c64c712e5cbcdcab0473b31930f.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:49	1471/1471	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-metrics@2x-e2f5ceb39a2a7856c8aedb90ebe576cd1a4cfce858c85cf2b48ee6e793c46be9.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-metrics@2x-e2f5ceb39a2a7856c8aedb90ebe576cd1a4cfce858c85cf2b48ee6e793c46be9.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:49	930/930	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-metrics-purple-80d13073ec514e68e24fdfb97ef7cd15cd8941bca9a1fcf1786a1edccb9fd357.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-metrics-purple-80d13073ec514e68e24fdfb97ef7cd15cd8941bca9a1fcf1786a1edccb9fd357.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:50	1739/1739	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-metrics-purple@2x-e82f0de572077f5419c1813e612614644d913a863060867ea8959564f50ccc22.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-metrics-purple@2x-e82f0de572077f5419c1813e612614644d913a863060867ea8959564f50ccc22.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
13:58:51	148/148	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Feb%202018%2021:21:07%20GMT	https://signup.heroku.com/assets/icon-bullet-new-4b6e68eb4830375dbe2941a56eebaf949b3f95625477d17d04bd88c63b81e93c.png	C:/Users/satamihir/Music/Heroku/signup.heroku.com/assets/icon-bullet-new-4b6e68eb4830375dbe2941a56eebaf949b3f95625477d17d04bd88c63b81e93c.png	(from https://signup.heroku.com/assets/application-64747b11ecfe7bdd8abf5a7fb28678ff253fea47d1a8b278206a7a6d82c2f557.css)
